DSSN Project Experiment on Wednesday April 10, 2019 at 14:59:53

Time, RSSI #1, RSSI #2, RSSI #3, Measurements, True X, True Y, X, Y
Wednesday April 10 2019 at 15:04:44, -49.88, -60.2083333333, -55.7272727273, 25, 17, 18, -16.1509806034, 19.3057294588
